fold_type,side,format,material,quantity,eur,dkk_base,tier_multiplier,dkk_final,detail_url
Folder midterfalset,4 sider,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck matt,1000,37.01,277.575,1.6,444,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck matt,1500,53.82,403.65,1.6,646,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck matt,2000,59.18,443.85,1.6,710,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck matt,2500,62.4,468,1.6,749,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck matt,3000,71.3,534.75,1.6,856,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck matt,4000,86.9,651.75,1.6,1043,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck matt,5000,103.12,773.4,1.6,1237,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck matt,6000,122.04,915.3,1.6,1464,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck matt,7000,140.54,1054.05,1.6,1686,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck matt,8000,158.77,1190.775,1.6,1905,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck matt,9000,176.97,1327.275,1.6,2124,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck matt,10000,195.69,1467.675,1.6,2348,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck matt,12500,235.82,1768.65,1.6,2830,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck matt,15000,276.27,2072.025,1.5,3108,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,170g hochwertiger Qualitätsdruck matt,20000,359.94,2699.55,1.5,4049,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,50,10.08,75.6,1.6,121,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,100,15.13,113.475,1.6,182,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,250,38.14,286.05,1.6,458,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,500,38.7,290.25,1.6,464,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,750,38.94,292.05,1.6,467,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,1000,40.62,304.65,1.6,487,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,1500,61.08,458.1,1.6,733,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,2000,69.12,518.4,1.6,829,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,2500,71.71,537.825,1.6,861,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,3000,82.13,615.975,1.6,986,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,4000,104.23,781.725,1.6,1251,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,5000,126.49,948.675,1.6,1518,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,6000,149.92,1124.4,1.6,1799,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,7000,173.76,1303.2,1.6,2085,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,8000,197.3,1479.75,1.6,2368,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,9000,220.02,1650.15,1.6,2640,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,10000,243.65,1827.375,1.6,2924,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,12500,296.22,2221.65,1.5,3332,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,15000,347.9,2609.25,1.5,3914,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck glänzend,20000,450.96,3382.2,1.5,5073,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,50,10.15,76.125,1.6,122,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,100,15.18,113.85,1.6,182,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,250,38.14,286.05,1.6,458,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,500,38.71,290.325,1.6,465,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,750,39.58,296.85,1.6,475,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,1000,40.44,303.3,1.6,485,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,1500,60.43,453.225,1.6,725,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,2000,69.12,518.4,1.6,829,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,2500,71.79,538.425,1.6,861,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,3000,82.46,618.45,1.6,990,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,4000,104.33,782.475,1.6,1252,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,5000,126.32,947.4,1.6,1516,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,6000,150.39,1127.925,1.6,1805,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,7000,173.64,1302.3,1.6,2084,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,8000,197.27,1479.525,1.6,2367,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,9000,220.24,1651.8,1.6,2643,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,10000,243.83,1828.725,1.6,2926,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,12500,296.48,2223.6,1.5,3335,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,15000,348.66,2614.95,1.5,3922,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,250g hochwertiger Qualitätsdruck matt,20000,450.95,3382.125,1.5,5073,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",50,24.06,180.45,1.6,289,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",100,27.6,207,1.6,331,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",250,33.63,252.225,1.6,404,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",500,34.84,261.3,1.6,418,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",750,35.81,268.575,1.6,430,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",1000,40.19,301.425,1.6,482,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",2000,52.97,397.275,1.6,636,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",2500,58.05,435.375,1.6,697,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",5000,82.57,619.275,1.6,991,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",10000,137.17,1028.775,1.6,1646,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",15000,192.49,1443.675,1.6,2310,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,"Offset: 80g Qualitätsdruck auf Offsetpapier (beschreibbar, Inkjet- und Laserdruck geeignet)",20000,244.64,1834.8,1.6,2936,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,50,24.49,183.675,1.6,294,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,100,28.27,212.025,1.6,339,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,250,48.76,365.7,1.6,585,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,500,65.61,492.075,1.6,787,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,750,75.02,562.65,1.6,900,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,1000,75.08,563.1,1.6,901,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,1500,98.85,741.375,1.6,1186,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,2000,102.52,768.9,1.6,1230,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,2500,102.62,769.65,1.6,1231,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,3000,121.23,909.225,1.6,1455,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,4000,127.76,958.2,1.6,1533,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,5000,128.03,960.225,1.6,1536,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,6000,162.03,1215.225,1.6,1944,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,7000,180.97,1357.275,1.6,2172,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,8000,199.16,1493.7,1.6,2390,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,9000,205.32,1539.9,1.6,2464,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,10000,205.54,1541.55,1.6,2466,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,12500,283.74,2128.05,1.5,3192,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,15000,287.74,2158.05,1.5,3237,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider,10.5 x 10.5 cm,Recycling: 135g Qualitätsdruck auf hochwertigem Recyclingpapier weiß,20000,367.69,2757.675,1.5,4137,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-vertikaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider - vandret,10.5 x 10.5 cm,115g hochwertiger Qualitätsdruck glänzend,50,26.55,199.125,1.6,319,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-horizontaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider - vandret,10.5 x 10.5 cm,115g hochwertiger Qualitätsdruck glänzend,100,28.69,215.175,1.6,344,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-horizontaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider - vandret,10.5 x 10.5 cm,115g hochwertiger Qualitätsdruck glänzend,250,31.49,236.175,1.6,378,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-horizontaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider - vandret,10.5 x 10.5 cm,115g hochwertiger Qualitätsdruck glänzend,500,33,247.5,1.6,396,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-horizontaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider - vandret,10.5 x 10.5 cm,115g hochwertiger Qualitätsdruck glänzend,750,35.27,264.525,1.6,423,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-horizontaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider - vandret,10.5 x 10.5 cm,115g hochwertiger Qualitätsdruck glänzend,1000,37.54,281.55,1.6,450,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-horizontaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider - vandret,10.5 x 10.5 cm,115g hochwertiger Qualitätsdruck glänzend,1500,43.43,325.725,1.6,521,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-horizontaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider - vandret,10.5 x 10.5 cm,115g hochwertiger Qualitätsdruck glänzend,2000,46.54,349.05,1.6,558,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-horizontaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider - vandret,10.5 x 10.5 cm,115g hochwertiger Qualitätsdruck glänzend,2500,49.9,374.25,1.6,599,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-horizontaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider - vandret,10.5 x 10.5 cm,115g hochwertiger Qualitätsdruck glänzend,3000,55.11,413.325,1.6,661,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-horizontaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider - vandret,10.5 x 10.5 cm,115g hochwertiger Qualitätsdruck glänzend,4000,65.71,492.825,1.6,789,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-horizontaler-mittelfalz-4seitig.html
Folder midterfalset,4 sider - vandret,10.5 x 10.5 cm,115g hochwertiger Qualitätsdruck glänzend,5000,76.51,573.825,1.6,918,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-quadrat-105-cm-x-105-cm-horizontaler-mittelfalz-4seitig.html
